运单号,目的分拨编码,目的分拨,网点编码,目的网点,省份编码,省份,城市编码,城市,区县编码,区县,派件业务员,是否三方签收,三方签收设备,设备类型,签收时间,rmk_inf,地址
4305107423278,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,6666,否,,,2020-04-28 18:39:19,,贵州省 六盘水市 盘县
4602477812463,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,4459,否,,,2020-03-24 15:00:06,,贵州省 六盘水市 盘县
4602952338376,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1028,否,,,2020-05-12 19:20:02,,贵州省 六盘水市 盘县
4304450354324,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1010,是,tonglu_xiaozhan,驿站,2020-04-01 21:30:25,韵达快递乌蒙营业部韵达快递超市(乌蒙镇中心牛肉馆对面),贵州省 六盘水市 盘县
4602310806190,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3024,是,tonglu_xiaozhan,驿站,2020-03-15 21:06:38,新民镇韵达快递韵达快递超市(新民镇老街新街交叉口),贵州省 六盘水市 盘县
4304711904318,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,7637,否,,,2020-04-13 16:01:41,,贵州省 六盘水市 盘县
4305222303830,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,4459,否,,,2020-05-05 16:41:21,,贵州省 六盘水市 盘县
4303870237679,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3009,否,,,2020-03-05 15:12:14,,贵州省 六盘水市 盘县
4304345299923,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3016,是,tonglu_xiaozhan,驿站,2020-03-28 20:18:59,贵州盘县断江韵达快递韵达快递超市(断江镇江上南路47号),贵州省 六盘水市 盘县
4305243128271,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1102,否,,,2020-05-07 18:35:58,,贵州省 六盘水市 盘县
4305035704853,550088.0,贵州贵阳分拨中心,781438,贵州盘县公司柏果镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7388,否,,,2020-04-27 21:03:22,,贵州省 六盘水市 盘县
4305615095667,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3008,否,,,2020-05-21 14:30:29,,贵州省 六盘水市 盘县
4602521039418,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,6017,是,tonglu_xiaozhan,驿站,2020-04-02 19:06:49,贵州省六盘水市盘县羊场韵达快递超市(羊场乡邮政局下来一百米原老政府对面),贵州省 六盘水市 盘县
6000083835669,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,7637,否,,,2020-04-13 14:50:23,,贵州省 六盘水市 盘县
4304920150717,550088.0,贵州贵阳分拨中心,553854,贵州盘县公司响水路二分部,520000,贵州省,520200,六盘水市,520222,盘县,8630,否,,,2020-04-22 22:07:12,,贵州省 六盘水市 盘县
4304047261053,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3026,否,,,2020-03-12 18:01:27,,贵州省 六盘水市 盘县
4305498323818,550088.0,贵州贵阳分拨中心,782272,贵州盘县公司响水便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,4021,否,,,2020-05-20 18:41:30,,贵州省 六盘水市 盘县
3541980126403,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7566,否,,,2020-05-07 17:34:24,,贵州省 六盘水市 盘县
4304406326115,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,8888,否,,,2020-03-28 17:01:55,,贵州省 六盘水市 盘县
4304903293665,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,205,否,,,2020-04-23 11:27:22,,贵州省 六盘水市 盘县
4602359308442,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,8078,否,,,2020-03-21 18:49:45,,贵州省 六盘水市 盘县
4304711877499,550088.0,贵州贵阳分拨中心,782080,贵州盘县公司乐民镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,3488,是,tonglu_xiaozhan,驿站,2020-04-13 20:11:12,韵达快递超市(盘州市乐民镇农村信用社斜对面),贵州省 六盘水市 盘县
4602314323054,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3030,否,,,2020-03-16 21:51:55,,贵州省 六盘水市 盘县
4303886620140,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1028,否,,,2020-03-04 20:24:13,,贵州省 六盘水市 盘县
4304044394447,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,5888,是,tonglu_xiaozhan,驿站,2020-03-13 15:53:08,浅水湾前门韵达快递超市(浅水湾前门兔喜快递),贵州省 六盘水市 盘县
4602233543788,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,4449,否,,,2020-03-01 13:31:52,,贵州省 六盘水市 盘县
4304368381025,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7529,否,,,2020-03-29 14:55:14,,贵州省 六盘水市 盘县
4304298527995,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7677,是,tonglu_xiaozhan,驿站,2020-03-25 14:32:36,火铺镇韵达快递韵达快递超市(胜境街道火铺镇),贵州省 六盘水市 盘县
4602875200511,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,5418,否,,,2020-05-07 23:36:24,,贵州省 六盘水市 盘县
4304501453283,550088.0,贵州贵阳分拨中心,782474,贵州盘县公司盘江镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7824,是,tonglu_xiaozhan,驿站,2020-04-03 18:49:42,盘江韵达韵达快递超市(盘关新街荣江路35号),贵州省 六盘水市 盘县
4304027354405,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,8970,否,,,2020-03-13 19:30:51,,贵州省 六盘水市 盘县
3527730083205,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,2000,否,,,2020-04-29 16:28:54,,贵州省 六盘水市 盘县
4603096417859,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1000,是,baishiwuliukeji,驿站,2020-05-25 18:16:52,普古乡韵达快递(普古乡养老院旁韵达快递),贵州省 六盘水市 盘县
4602497550916,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1000,否,,,2020-03-31 20:48:29,,贵州省 六盘水市 盘县
3103576906689,550088.0,贵州贵阳分拨中心,553854,贵州盘县公司响水路二分部,520000,贵州省,520200,六盘水市,520222,盘县,5588,是,tonglu_xiaozhan,驿站,2020-05-20 18:52:24,职中菜鸟驿站韵达快递超市(干沟桥职中服务站韵达快递超市),贵州省 六盘水市 盘县
4303998038665,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7525,否,,,2020-03-11 15:38:33,,贵州省 六盘水市 盘县
4602585034482,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7677,是,tonglu_xiaozhan,驿站,2020-04-09 14:29:34,火铺新农村韵达快递超市(火铺镇新农村韵达快递),贵州省 六盘水市 盘县
4602972544620,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,7123,否,,,2020-05-15 15:56:01,,贵州省 六盘水市 盘县
4602583648451,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,6017,是,tonglu_xiaozhan,驿站,2020-04-12 18:05:25,贵州省六盘水市盘县羊场韵达快递超市(羊场乡邮政局下来一百米原老政府对面),贵州省 六盘水市 盘县
4304497441507,550088.0,贵州贵阳分拨中心,782489,贵州盘县公司两河便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,2000,否,,,2020-04-04 19:45:09,,贵州省 六盘水市 盘县
4602692713565,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3025,否,,,2020-04-22 18:41:09,,贵州省 六盘水市 盘县
7700157983689,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7528,否,,,2020-04-19 15:53:53,,贵州省 六盘水市 盘县
3103608336306,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,5546,否,,,2020-05-24 08:37:34,,贵州省 六盘水市 盘县
4304148419937,550088.0,贵州贵阳分拨中心,782272,贵州盘县公司响水便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,4021,否,,,2020-03-18 20:49:09,,贵州省 六盘水市 盘县
4602317807714,550088.0,贵州贵阳分拨中心,781438,贵州盘县公司柏果镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7388,否,,,2020-03-07 21:09:21,,贵州省 六盘水市 盘县
4305171398873,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1028,否,,,2020-05-04 17:42:32,,贵州省 六盘水市 盘县
4602281529322,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,7777,否,,,2020-03-05 15:42:21,,贵州省 六盘水市 盘县
4602309771567,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,4131,否,,,2020-03-14 20:41:18,,贵州省 六盘水市 盘县
4304962112160,550088.0,贵州贵阳分拨中心,782272,贵州盘县公司响水便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,4021,否,,,2020-04-24 22:34:26,,贵州省 六盘水市 盘县
4602431429016,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1300,否,,,2020-03-29 14:51:20,,贵州省 六盘水市 盘县
4305302746972,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,6989,是,tonglu_xiaozhan,驿站,2020-05-09 14:11:05,东湖国际点韵达快递超市(红果东湖国际花鸟步行街韵达快递8-1-2),贵州省 六盘水市 盘县
4602635129501,550088.0,贵州贵阳分拨中心,553854,贵州盘县公司响水路二分部,520000,贵州省,520200,六盘水市,520222,盘县,8875,否,,,2020-04-16 18:05:36,,贵州省 六盘水市 盘县
4602626269415,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,8500,否,,,2020-04-14 16:41:46,,贵州省 六盘水市 盘县
4602663003077,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3030,否,,,2020-04-17 18:27:30,,贵州省 六盘水市 盘县
4602449404405,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7528,否,,,2020-03-26 15:23:23,,贵州省 六盘水市 盘县
3102991625701,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,1111,否,,,2020-05-17 14:42:21,,贵州省 六盘水市 盘县
4304172320300,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,2733,否,,,2020-03-20 13:59:54,,贵州省 六盘水市 盘县
4602861807064,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1028,否,,,2020-05-05 20:38:12,,贵州省 六盘水市 盘县
4602630876404,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,8970,是,baishiwuliukeji,驿站,2020-04-15 15:26:18,邻里驿站(小商会宏月烙锅城对面邻里驿站),贵州省 六盘水市 盘县
4602346322641,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,2000,否,,,2020-03-11 16:49:26,,贵州省 六盘水市 盘县
4305381823208,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,8078,否,,,2020-05-11 19:30:28,,贵州省 六盘水市 盘县
4602381763826,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3899,否,,,2020-03-23 14:42:53,,贵州省 六盘水市 盘县
4303983108545,550088.0,贵州贵阳分拨中心,782474,贵州盘县公司盘江镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7824,是,tonglu_xiaozhan,驿站,2020-03-09 17:56:23,盘江韵达韵达快递超市(盘关新街靠近十万人家服装超市),贵州省 六盘水市 盘县
4602719801002,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1028,否,,,2020-04-25 18:55:59,,贵州省 六盘水市 盘县
4602274648827,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,5888,是,tonglu_xiaozhan,驿站,2020-03-05 15:12:01,浅水湾前门韵达快递超市(浅水湾前门兔喜快递),贵州省 六盘水市 盘县
4303850693295,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7528,否,,,2020-03-02 14:48:20,,贵州省 六盘水市 盘县
4304612597447,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,4449,否,,,2020-04-09 15:40:26,,贵州省 六盘水市 盘县
4602777617881,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,6017,是,tonglu_xiaozhan,驿站,2020-04-30 18:30:11,贵州省六盘水市盘县羊场韵达快递超市(羊场乡邮政局下来一百米原老政府对面),贵州省 六盘水市 盘县
4602559626369,550088.0,贵州贵阳分拨中心,782474,贵州盘县公司盘江镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7824,是,tonglu_xiaozhan,驿站,2020-04-13 18:09:37,盘江韵达韵达快递超市(盘关新街荣江路35号),贵州省 六盘水市 盘县
4305327487295,550088.0,贵州贵阳分拨中心,782378,贵州盘县公司鸡场坪便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,3130,是,tonglu_xiaozhan,驿站,2020-05-09 18:13:35,鸡场坪汽车站内韵达快递超市(鸡场坪客运站内),贵州省 六盘水市 盘县
4305389278955,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3111,是,tonglu_xiaozhan,驿站,2020-05-12 19:32:48,盘州市坪地韵达营业部韵达快递超市(坪地乡街上新农贸市场鑫鑫网吧旁韵达快递),贵州省 六盘水市 盘县
4305595982240,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,5347,否,,,2020-05-20 18:22:29,,贵州省 六盘水市 盘县
4602873479319,550088.0,贵州贵阳分拨中心,782489,贵州盘县公司两河便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,1002,否,,,2020-05-07 15:01:07,,贵州省 六盘水市 盘县
4602469790377,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7529,否,,,2020-03-24 15:09:15,,贵州省 六盘水市 盘县
4305637212315,550088.0,贵州贵阳分拨中心,553854,贵州盘县公司响水路二分部,520000,贵州省,520200,六盘水市,520222,盘县,8630,否,,,2020-05-21 14:07:36,,贵州省 六盘水市 盘县
4305706795163,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3008,否,,,2020-05-25 13:31:30,,贵州省 六盘水市 盘县
4304858236438,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,7637,否,,,2020-04-20 18:22:51,,贵州省 六盘水市 盘县
4305374830045,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,2951,否,,,2020-05-13 21:51:05,,贵州省 六盘水市 盘县
4304640523550,550088.0,贵州贵阳分拨中心,782489,贵州盘县公司两河便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,1000,否,,,2020-04-12 13:06:42,,贵州省 六盘水市 盘县
4602573033448,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3111,是,tonglu_xiaozhan,驿站,2020-04-10 20:18:34,盘州市坪地韵达营业部韵达快递超市(坪地乡街上新农贸市场鑫鑫网吧旁韵达快递),贵州省 六盘水市 盘县
4602684630596,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1000,否,,,2020-04-22 20:24:41,,贵州省 六盘水市 盘县
4602367038115,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7677,是,tonglu_xiaozhan,驿站,2020-03-25 15:11:51,火铺镇韵达快递韵达快递超市(胜境街道火铺镇),贵州省 六盘水市 盘县
4304075203299,550088.0,贵州贵阳分拨中心,781892,贵州盘县公司洒基镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,4923,是,tonglu_xiaozhan,驿站,2020-03-14 19:20:16,洒基云欣路87号韵达快递超市(洒基云中路),贵州省 六盘水市 盘县
4251430013751,550088.0,贵州贵阳分拨中心,782378,贵州盘县公司鸡场坪便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,3130,是,tonglu_xiaozhan,驿站,2020-03-30 18:29:31,鸡场坪汽车站内韵达快递超市(鸡场坪客运站内),贵州省 六盘水市 盘县
4304482222801,550088.0,贵州贵阳分拨中心,782272,贵州盘县公司响水便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,4021,否,,,2020-04-03 20:01:10,,贵州省 六盘水市 盘县
4304416947150,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,2733,否,,,2020-03-30 16:24:18,,贵州省 六盘水市 盘县
4303949755719,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1300,否,,,2020-03-07 16:21:42,,贵州省 六盘水市 盘县
4602507617828,550088.0,贵州贵阳分拨中心,782378,贵州盘县公司鸡场坪便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,3130,是,tonglu_xiaozhan,驿站,2020-04-01 19:05:48,鸡场坪汽车站内韵达快递超市(鸡场坪客运站内),贵州省 六盘水市 盘县
4602761908485,550088.0,贵州贵阳分拨中心,782489,贵州盘县公司两河便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,1014,否,,,2020-04-28 13:14:19,,贵州省 六盘水市 盘县
4305151369329,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,8888,否,,,2020-04-30 16:18:53,,贵州省 六盘水市 盘县
4304926944572,550088.0,贵州贵阳分拨中心,782378,贵州盘县公司鸡场坪便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,3130,是,tonglu_xiaozhan,驿站,2020-04-23 17:39:36,鸡场坪汽车站内韵达快递超市(鸡场坪客运站内),贵州省 六盘水市 盘县
4303970267007,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,6017,是,tonglu_xiaozhan,驿站,2020-03-10 20:12:37,贵州省六盘水市盘县羊场韵达快递超市(羊场乡邮政局下来一百米原老政府对面),贵州省 六盘水市 盘县
4602551175900,550088.0,贵州贵阳分拨中心,781438,贵州盘县公司柏果镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7388,否,,,2020-04-13 18:50:16,,贵州省 六盘水市 盘县
4602955738771,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,8843,否,,,2020-05-17 19:37:07,,贵州省 六盘水市 盘县
4602690983969,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3024,是,tonglu_xiaozhan,驿站,2020-04-22 18:36:56,新民镇韵达快递韵达快递超市(新民镇老街新街交叉口),贵州省 六盘水市 盘县
4602734453356,550088.0,贵州贵阳分拨中心,782378,贵州盘县公司鸡场坪便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,3130,是,tonglu_xiaozhan,驿站,2020-04-24 17:16:22,鸡场坪汽车站内韵达快递超市(鸡场坪客运站内),贵州省 六盘水市 盘县
4303959560916,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,2000,否,,,2020-03-09 16:19:53,,贵州省 六盘水市 盘县
4305025014495,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,6017,是,tonglu_xiaozhan,驿站,2020-04-29 18:36:50,贵州省六盘水市盘县羊场韵达快递超市(羊场乡邮政局下来一百米原老政府对面),贵州省 六盘水市 盘县
4303992024153,550088.0,贵州贵阳分拨中心,781438,贵州盘县公司柏果镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7388,否,,,2020-03-09 19:31:31,,贵州省 六盘水市 盘县
4304873716042,550088.0,贵州贵阳分拨中心,553854,贵州盘县公司响水路二分部,520000,贵州省,520200,六盘水市,520222,盘县,5818,否,,,2020-04-20 13:04:08,,贵州省 六盘水市 盘县
4304716425420,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3008,否,,,2020-04-14 15:53:48,,贵州省 六盘水市 盘县
4305688479319,550088.0,贵州贵阳分拨中心,781438,贵州盘县公司柏果镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7388,是,tonglu_xiaozhan,驿站,2020-05-25 15:33:31,柏果镇韵达快递超市(柏果镇建设银行后),贵州省 六盘水市 盘县
4304709881048,550088.0,贵州贵阳分拨中心,782272,贵州盘县公司响水便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,4021,否,,,2020-04-13 16:05:36,,贵州省 六盘水市 盘县
4305117353025,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,8888,否,,,2020-04-28 18:40:07,,贵州省 六盘水市 盘县
4602425863629,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,2951,否,,,2020-03-29 19:22:18,,贵州省 六盘水市 盘县
4304150382089,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,6018,是,tonglu_xiaozhan,驿站,2020-03-19 18:25:15,老厂镇韵达快递超市(老厂镇政府下面100米),贵州省 六盘水市 盘县
4304410819076,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3030,否,,,2020-03-30 21:32:28,,贵州省 六盘水市 盘县
4304372050571,550088.0,贵州贵阳分拨中心,782474,贵州盘县公司盘江镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7824,是,tonglu_xiaozhan,驿站,2020-03-28 19:50:54,盘江韵达韵达快递超市(盘关新街荣江路35号),贵州省 六盘水市 盘县
4602555618876,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,5300,否,,,2020-04-11 18:42:04,,贵州省 六盘水市 盘县
4602320744082,550088.0,贵州贵阳分拨中心,781892,贵州盘县公司洒基镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,4923,是,tonglu_xiaozhan,驿站,2020-03-07 18:54:47,洒基云欣路87号韵达快递超市(洒基云中路),贵州省 六盘水市 盘县
4305697681569,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3003,否,,,2020-05-25 14:08:15,,贵州省 六盘水市 盘县
3103504411612,550088.0,贵州贵阳分拨中心,782474,贵州盘县公司盘江镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,7824,是,tonglu_xiaozhan,驿站,2020-05-07 17:32:09,盘江韵达韵达快递超市(盘关新街荣江路35号),贵州省 六盘水市 盘县
4304124946694,550088.0,贵州贵阳分拨中心,561601,贵州盘县公司老城分部,520000,贵州省,520200,六盘水市,520222,盘县,2425,否,,,2020-03-16 15:32:33,,贵州省 六盘水市 盘县
4304380127339,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,3016,是,tonglu_xiaozhan,驿站,2020-03-31 19:07:51,贵州盘县断江韵达快递韵达快递超市(断江镇江上南路47号),贵州省 六盘水市 盘县
4305618409412,550088.0,贵州贵阳分拨中心,782080,贵州盘县公司乐民镇便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,3488,是,tonglu_xiaozhan,驿站,2020-05-22 19:41:28,韵达快递超市(乐民断桥往新桥100米韵达快递),贵州省 六盘水市 盘县
4305047283362,550088.0,贵州贵阳分拨中心,782489,贵州盘县公司两河便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,2000,否,,,2020-04-28 20:10:19,,贵州省 六盘水市 盘县
4305288277518,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,1028,否,,,2020-05-08 18:11:54,,贵州省 六盘水市 盘县
4602778221133,550088.0,贵州贵阳分拨中心,553854,贵州盘县公司响水路二分部,520000,贵州省,520200,六盘水市,520222,盘县,8875,否,,,2020-05-03 08:57:16,,贵州省 六盘水市 盘县
4603090372236,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7677,否,,,2020-05-24 13:43:21,,贵州省 六盘水市 盘县
4304654518810,550088.0,贵州贵阳分拨中心,782489,贵州盘县公司两河便民寄存点,520000,贵州省,520200,六盘水市,520222,盘县,1001,是,tonglu_xiaozhan,驿站,2020-04-11 14:24:05,大樱桃树小区韵达快递韵达快递超市(两河新区大樱桃树小区68号),贵州省 六盘水市 盘县
4602662266932,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,7677,是,tonglu_xiaozhan,驿站,2020-04-17 13:42:16,火铺新农村韵达快递超市(火铺镇新农村韵达快递),贵州省 六盘水市 盘县
4305384336246,550088.0,贵州贵阳分拨中心,561600,贵州盘县公司,520000,贵州省,520200,六盘水市,520222,盘县,5704,否,,,2020-05-12 17:46:48,,贵州省 六盘水市 盘县
